username,tweetcreatedat,text,clean_text,remove_symb,clean_text_two,case_fold,tokenize,data
Sabrina3aisyah,2022-10-05 23:57:17+00:00,"Kasian sih ke cewenya 
Di selingkuhi berkali kali masih bertahan dan begonya mau aja di suruh ngerjain semua tugas kuliah si cowo.","Kasian sih ke cewenya 
Di selingkuhi berkali kali masih bertahan dan begonya mau aja di suruh ngerjain semua tugas kuliah si cowo.",Kasian sih ke cewenya Di selingkuhi berkali kali masih bertahan dan begonya mau aja di suruh ngerjain semua tugas kuliah si cowo,Kasian sih ke cewenya Di selingkuhi berkali kali masih bertahan dan begonya mau aja di suruh ngerjain semua tugas kuliah si cowo,kasian sih ke cewenya di selingkuhi berkali kali masih bertahan dan begonya mau aja di suruh ngerjain semua tugas kuliah si cowo,"['kasi', 'cewenya', 'selingkuh', 'kali', 'tahan', 'bego', 'aja', 'suruh', 'ngerjain', 'tugas', 'kuliah', 'cowo']",kasi cewenya selingkuh kali tahan bego aja suruh ngerjain tugas kuliah cowo
BBAEXHYVN,2022-10-05 23:56:57+00:00,🙂🙂 gimana mau kuliah coy kalo semua jalan banjir begini,🙂🙂 gimana mau kuliah coy kalo semua jalan banjir begini,gimana mau kuliah coy kalo semua jalan banjir begini,gimana mau kuliah coy kalo semua jalan banjir begini,gimana mau kuliah coy kalo semua jalan banjir begini,"['gimana', 'kuliah', 'coy', 'kalo', 'jalan', 'banjir']",gimana kuliah coy kalo jalan banjir
Bylaxx_,2022-10-05 23:56:51+00:00,"@sbyfess -karena gua percaya sih, semua itu kadarnya bukan mampu ga mampu tapi niat apa ganiat. Gua juga dlu kuliah jajan cuma 30rb kdg masih bisa kok bikin kejutan buat pasar gua waktu meski sederhana."," -karena gua percaya sih, semua itu kadarnya bukan mampu ga mampu tapi niat apa ganiat. Gua juga dlu kuliah jajan cuma 30rb kdg masih bisa kok bikin kejutan buat pasar gua waktu meski sederhana.",karena gua percaya sih semua itu kadarnya bukan mampu ga mampu tapi niat apa ganiat Gua juga dlu kuliah jajan cuma 30rb kdg masih bisa kok bikin kejutan buat pasar gua waktu meski sederhana,karena gua percaya sih semua itu kadarnya bukan mampu ga mampu tapi niat apa ganiat Gua juga dlu kuliah jajan cuma rb kdg masih bisa kok bikin kejutan buat pasar gua waktu meski sederhana,karena gua percaya sih semua itu kadarnya bukan mampu ga mampu tapi niat apa ganiat gua juga dlu kuliah jajan cuma rb kdg masih bisa kok bikin kejutan buat pasar gua waktu meski sederhana,"['percaya', 'kadar', 'niat', 'ganiat', 'dlu', 'kuliah', 'jajan', 'rb', 'kdg', 'bikin', 'kejut', 'pasar', 'waktu', 'sederhana']",percaya kadar niat ganiat dlu kuliah jajan rb kdg bikin kejut pasar waktu sederhana
hiraethhv,2022-10-05 23:56:42+00:00,morning gaiss klo klian ikut anisd rep aj gwe mau ngehypein klian juga tpi ntar rada siangan skrg ngantuk bgt mau kuliah dlu ok bye smangat smuaa,morning gaiss klo klian ikut anisd rep aj gwe mau ngehypein klian juga tpi ntar rada siangan skrg ngantuk bgt mau kuliah dlu ok bye smangat smuaa,morning gaiss klo klian ikut anisd rep aj gwe mau ngehypein klian juga tpi ntar rada siangan skrg ngantuk bgt mau kuliah dlu ok bye smangat smuaa,morning gaiss klo klian ikut anisd rep aj gwe mau ngehypein klian juga tpi ntar rada siangan skrg ngantuk bgt mau kuliah dlu ok bye smangat smuaa,morning gaiss klo klian ikut anisd rep aj gwe mau ngehypein klian juga tpi ntar rada siangan skrg ngantuk bgt mau kuliah dlu ok bye smangat smuaa,"['morning', 'gaiss', 'klo', 'klian', 'anisd', 'rep', 'aj', 'gwe', 'ngehypein', 'klian', 'tpi', 'rada', 'siang', 'skrg', 'ngantuk', 'kuliah', 'dlu', 'bye', 'smangat', 'smuaa']",morning gaiss klo klian anisd rep aj gwe ngehypein klian tpi rada siang skrg ngantuk kuliah dlu bye smangat smuaa
arieo,2022-10-05 23:56:39+00:00,@foreslhadow km kuliah untuk belajar atau untuk stress bang, km kuliah untuk belajar atau untuk stress bang,km kuliah untuk belajar atau untuk stress bang,km kuliah untuk belajar atau untuk stress bang,km kuliah untuk belajar atau untuk stress bang,"['km', 'kuliah', 'ajar', 'stress', 'bang']",km kuliah ajar stress bang
strawbeyicake,2022-10-05 23:56:35+00:00,@redwomansan ktaku mnding km kuliah krjain tugasmu yg segambreng itu, ktaku mnding km kuliah krjain tugasmu yg segambreng itu,ktaku mnding km kuliah krjain tugasmu yg segambreng itu,ktaku mnding km kuliah krjain tugasmu yg segambreng itu,ktaku mnding km kuliah krjain tugasmu yg segambreng itu,"['ktaku', 'mnding', 'km', 'kuliah', 'krjain', 'tugas', 'segambreng']",ktaku mnding km kuliah krjain tugas segambreng
startedwithc,2022-10-05 23:56:30+00:00,hectic emang kuliah jam segini macet poll,hectic emang kuliah jam segini macet poll,hectic emang kuliah jam segini macet poll,hectic emang kuliah jam segini macet poll,hectic emang kuliah jam segini macet poll,"['hectic', 'emang', 'kuliah', 'jam', 'gin', 'macet', 'poll']",hectic emang kuliah jam gin macet poll
Fery49857895,2022-10-05 23:56:29+00:00,"Kenapa ga ada foto Wisuda ? Tak ada teman kuliah!?  kapan kuliah ? 
Rakyat tunggu kejujuran Jokowi siapa dia sebentarnya? 
#RIDamaiTanpaPolisi
#RIDamaiTanpaPolisi
Istana Angkat Bicara Soal Presiden Jokowi Digugat ke Pengadilan Atas Dugaan Ijazah Palsu https://t.co/aHrqD8I8VE","Kenapa ga ada foto Wisuda ? Tak ada teman kuliah!?  kapan kuliah ? 
Rakyat tunggu kejujuran Jokowi siapa dia sebentarnya? 
#RIDamaiTanpaPolisi
#RIDamaiTanpaPolisi
Istana Angkat Bicara Soal Presiden Jokowi Digugat ke Pengadilan Atas Dugaan Ijazah Palsu https://t.co/aHrqD8I8VE",Kenapa ga ada foto Wisuda Tak ada teman kuliah kapan kuliah Rakyat tunggu kejujuran Jokowi siapa dia sebentarnya RIDamaiTanpaPolisi RIDamaiTanpaPolisi Istana Angkat Bicara Soal Presiden Jokowi Digugat ke Pengadilan Atas Dugaan Ijazah Palsu,Kenapa ga ada foto Wisuda Tak ada teman kuliah kapan kuliah Rakyat tunggu kejujuran Jokowi siapa dia sebentarnya RIDamaiTanpaPolisi RIDamaiTanpaPolisi Istana Angkat Bicara Soal Presiden Jokowi Digugat ke Pengadilan Atas Dugaan Ijazah Palsu,kenapa ga ada foto wisuda tak ada teman kuliah kapan kuliah rakyat tunggu kejujuran jokowi siapa dia sebentarnya ridamaitanpapolisi ridamaitanpapolisi istana angkat bicara soal presiden jokowi digugat ke pengadilan atas dugaan ijazah palsu,"['foto', 'wisuda', 'teman', 'kuliah', 'kuliah', 'rakyat', 'tunggu', 'jujur', 'jokowi', 'sebentar', 'ridamaitanpapolisi', 'ridamaitanpapolisi', 'istana', 'angkat', 'bicara', 'presiden', 'jokowi', 'gugat', 'adil', 'duga', 'ijazah', 'palsu']",foto wisuda teman kuliah kuliah rakyat tunggu jujur jokowi sebentar ridamaitanpapolisi ridamaitanpapolisi istana angkat bicara presiden jokowi gugat adil duga ijazah palsu
skelrton,2022-10-05 23:56:28+00:00,@ssefnum kuliah, kuliah,kuliah,kuliah,kuliah,['kuliah'],kuliah
friska1110,2022-10-05 23:56:04+00:00,@dhiks27 @MamatAlkatiri Makanya kuliah di Indonesia aja biar bisa bedain sarkas dan satire mbak DPR.. Gemes amat mamat.. 😅, Makanya kuliah di Indonesia aja biar bisa bedain sarkas dan satire mbak DPR.. Gemes amat mamat.. 😅,Makanya kuliah di Indonesia aja biar bisa bedain sarkas dan satire mbak DPR Gemes amat mamat,Makanya kuliah di Indonesia aja biar bisa bedain sarkas dan satire mbak DPR Gemes amat mamat,makanya kuliah di indonesia aja biar bisa bedain sarkas dan satire mbak dpr gemes amat mamat,"['kuliah', 'indonesia', 'aja', 'biar', 'bedain', 'sarkas', 'satire', 'mbak', 'dpr', 'gemes', 'mamat']",kuliah indonesia aja biar bedain sarkas satire mbak dpr gemes mamat
sadlymady,2022-10-05 23:56:03+00:00,apa gausah kuliah aja ya,apa gausah kuliah aja ya,apa gausah kuliah aja ya,apa gausah kuliah aja ya,apa gausah kuliah aja ya,"['gausah', 'kuliah', 'aja']",gausah kuliah aja
dinosalshurs,2022-10-05 23:56:01+00:00,satu lagu buat deskripsiin kuliah offline semester ini di ITB : https://t.co/krz704RJoG,satu lagu buat deskripsiin kuliah offline semester ini di ITB : https://t.co/krz704RJoG,satu lagu buat deskripsiin kuliah offline semester ini di ITB,satu lagu buat deskripsiin kuliah offline semester ini di ITB,satu lagu buat deskripsiin kuliah offline semester ini di itb,"['lagu', 'deskripsiin', 'kuliah', 'offline', 'semester', 'itb']",lagu deskripsiin kuliah offline semester itb
wsolfie,2022-10-05 23:55:30+00:00,"@ssefnum kuliah siang tapi berangkat tetep pagi, kerkom."," kuliah siang tapi berangkat tetep pagi, kerkom.",kuliah siang tapi berangkat tetep pagi kerkom,kuliah siang tapi berangkat tetep pagi kerkom,kuliah siang tapi berangkat tetep pagi kerkom,"['kuliah', 'siang', 'berangkat', 'tetep', 'pagi', 'kerkom']",kuliah siang berangkat tetep pagi kerkom
Raeun_park,2022-10-05 23:55:19+00:00,"@amazingbloop hayyi morning thamu iyya thamu yang baca ini , gimana tidur na nyenyak nda?hari ini ada kegiatan kerja/kuliah/school kah? kalau iya semangat okey, don't skip u breakfast and have a nice day ay, jangan lupa tersenyum untuk dirimu sendiri okey ^^🤍"," hayyi morning thamu iyya thamu yang baca ini , gimana tidur na nyenyak nda?hari ini ada kegiatan kerja/kuliah/school kah? kalau iya semangat okey, don't skip u breakfast and have a nice day ay, jangan lupa tersenyum untuk dirimu sendiri okey ^^🤍",hayyi morning thamu iyya thamu yang baca ini gimana tidur na nyenyak nda hari ini ada kegiatan kerja kuliah school kah kalau iya semangat okey don t skip u breakfast and have a nice day ay jangan lupa tersenyum untuk dirimu sendiri okey,hayyi morning thamu iyya thamu yang baca ini gimana tidur na nyenyak nda hari ini ada kegiatan kerja kuliah school kah kalau iya semangat okey don t skip u breakfast and have a nice day ay jangan lupa tersenyum untuk dirimu sendiri okey,hayyi morning thamu iyya thamu yang baca ini gimana tidur na nyenyak nda hari ini ada kegiatan kerja kuliah school kah kalau iya semangat okey don t skip u breakfast and have a nice day ay jangan lupa tersenyum untuk dirimu sendiri okey,"['hayyi', 'morning', 'thamu', 'iyya', 'thamu', 'baca', 'gimana', 'tidur', 'na', 'nyenyak', 'nda', 'giat', 'kuliah', 'school', 'kah', 'iya', 'semangat', 'okey', 'don', 'skip', 'breakfast', 'and', 'have', 'nice', 'day', 'ay', 'lupa', 'senyum', 'diri', 'okey']",hayyi morning thamu iyya thamu baca gimana tidur na nyenyak nda giat kuliah school kah iya semangat okey don skip breakfast and have nice day ay lupa senyum diri okey
sicalonsultan,2022-10-05 23:55:08+00:00,"@curhatanpublik apa si jokowi pas kuliah ga punya teman? teman kampus,teman kosan? smp saat ini ga ada 1 org ngaku kenal dgn jokowi waktu dikampus, bahkan pihak ugm juga blm klarifikasi? #ijasahpalsu"," apa si jokowi pas kuliah ga punya teman? teman kampus,teman kosan? smp saat ini ga ada 1 org ngaku kenal dgn jokowi waktu dikampus, bahkan pihak ugm juga blm klarifikasi? #ijasahpalsu",apa si jokowi pas kuliah ga punya teman teman kampus teman kosan smp saat ini ga ada 1 org ngaku kenal dgn jokowi waktu dikampus bahkan pihak ugm juga blm klarifikasi ijasahpalsu,apa si jokowi pas kuliah ga punya teman teman kampus teman kosan smp saat ini ga ada  org ngaku kenal dgn jokowi waktu dikampus bahkan pihak ugm juga blm klarifikasi ijasahpalsu,apa si jokowi pas kuliah ga punya teman teman kampus teman kosan smp saat ini ga ada  org ngaku kenal dgn jokowi waktu dikampus bahkan pihak ugm juga blm klarifikasi ijasahpalsu,"['jokowi', 'pas', 'kuliah', 'teman', 'teman', 'kampus', 'teman', 'kosan', 'smp', 'org', 'ngaku', 'kenal', 'jokowi', 'waktu', 'kampus', 'ugm', 'blm', 'klarifikasi', 'ijasahpalsu']",jokowi pas kuliah teman teman kampus teman kosan smp org ngaku kenal jokowi waktu kampus ugm blm klarifikasi ijasahpalsu
pshwateez,2022-10-05 23:55:07+00:00,ptn! kuliah di top 30 an gapapa kan ya?🥺🥺🥺🥺 https://t.co/PakFB6oZgc,ptn! kuliah di top 30 an gapapa kan ya?🥺🥺🥺🥺 https://t.co/PakFB6oZgc,ptn kuliah di top 30 an gapapa kan ya,ptn kuliah di top  an gapapa kan ya,ptn kuliah di top  an gapapa kan ya,"['ptn', 'kuliah', 'top', 'an', 'gapapa']",ptn kuliah top an gapapa
delxmarch,2022-10-05 23:54:46+00:00,"@ABCMocca__ @megantropusdada @kochengfs gue udah nekat, tapi pas gue ke kota lain buat kuliah kucing gue dah dibuang 😭😭😭😭"," gue udah nekat, tapi pas gue ke kota lain buat kuliah kucing gue dah dibuang 😭😭😭😭",gue udah nekat tapi pas gue ke kota lain buat kuliah kucing gue dah dibuang,gue udah nekat tapi pas gue ke kota lain buat kuliah kucing gue dah dibuang,gue udah nekat tapi pas gue ke kota lain buat kuliah kucing gue dah dibuang,"['udah', 'nekat', 'pas', 'kota', 'kuliah', 'kucing', 'dah', 'buang']",udah nekat pas kota kuliah kucing dah buang
breakdownfreaks,2022-10-05 23:54:44+00:00,"@biancavocado @sbmptnfess tapi tapi, jujur deh kalau kita kuliah di tempat yang ga terlalu terkenal, biasanya susah juga nyari kerja. Soalnya, kemarin lewat di tl, banyak yang ngehire pelamar dari univ gede kek ui,itb,unpad, dll"," tapi tapi, jujur deh kalau kita kuliah di tempat yang ga terlalu terkenal, biasanya susah juga nyari kerja. Soalnya, kemarin lewat di tl, banyak yang ngehire pelamar dari univ gede kek ui,itb,unpad, dll",tapi tapi jujur deh kalau kita kuliah di tempat yang ga terlalu terkenal biasanya susah juga nyari kerja Soalnya kemarin lewat di tl banyak yang ngehire pelamar dari univ gede kek ui itb unpad dll,tapi tapi jujur deh kalau kita kuliah di tempat yang ga terlalu terkenal biasanya susah juga nyari kerja Soalnya kemarin lewat di tl banyak yang ngehire pelamar dari univ gede kek ui itb unpad dll,tapi tapi jujur deh kalau kita kuliah di tempat yang ga terlalu terkenal biasanya susah juga nyari kerja soalnya kemarin lewat di tl banyak yang ngehire pelamar dari univ gede kek ui itb unpad dll,"['jujur', 'deh', 'kuliah', 'kenal', 'susah', 'nyari', 'kemarin', 'tl', 'ngehire', 'lamar', 'univ', 'gede', 'kek', 'ui', 'itb', 'unpad', 'dll']",jujur deh kuliah kenal susah nyari kemarin tl ngehire lamar univ gede kek ui itb unpad dll
TAE8YS,2022-10-05 23:54:11+00:00,"@sbmptnfess Tuhkan mulai lagi latahnya.

Ga penting mau kuliah dimana yang penting kamu serius nuntut ilmu nya. Udahlah... Semua ptn/pts bagus kok, jgn underestimate kampus kamu sendiri gitu dong:(("," Tuhkan mulai lagi latahnya.

Ga penting mau kuliah dimana yang penting kamu serius nuntut ilmu nya. Udahlah... Semua ptn/pts bagus kok, jgn underestimate kampus kamu sendiri gitu dong:((",Tuhkan mulai lagi latahnya Ga penting mau kuliah dimana yang penting kamu serius nuntut ilmu nya Udahlah Semua ptn pts bagus kok jgn underestimate kampus kamu sendiri gitu dong,Tuhkan mulai lagi latahnya Ga penting mau kuliah dimana yang penting kamu serius nuntut ilmu nya Udahlah Semua ptn pts bagus kok jgn underestimate kampus kamu sendiri gitu dong,tuhkan mulai lagi latahnya ga penting mau kuliah dimana yang penting kamu serius nuntut ilmu nya udahlah semua ptn pts bagus kok jgn underestimate kampus kamu sendiri gitu dong,"['tuhkan', 'latah', 'kuliah', 'mana', 'serius', 'nuntut', 'ilmu', 'udahlah', 'ptn', 'pts', 'bagus', 'underestimate', 'kampus', 'gitu']",tuhkan latah kuliah mana serius nuntut ilmu udahlah ptn pts bagus underestimate kampus gitu
quntitled,2022-10-05 23:54:09+00:00,@ssefnum kuliah nanti siang, kuliah nanti siang,kuliah nanti siang,kuliah nanti siang,kuliah nanti siang,"['kuliah', 'siang']",kuliah siang
autumnjwy,2022-10-05 23:54:04+00:00,alhamdulillah karena tbtb aku dikasi tip sama cust 🥹🥹 mau GA 2.5k buat 2 orang. RT aja aku undi besok pulang kuliah sore #zonauang https://t.co/RvHr8Eseq4,alhamdulillah karena tbtb aku dikasi tip sama cust 🥹🥹 mau GA 2.5k buat 2 orang.aja aku undi besok pulang kuliah sore #zonauang https://t.co/RvHr8Eseq4,alhamdulillah karena tbtb aku dikasi tip sama cust mau GA 2 5k buat 2 orang aja aku undi besok pulang kuliah sore zonauang,alhamdulillah karena tbtb aku dikasi tip sama cust mau GA  k buat  orang aja aku undi besok pulang kuliah sore zonauang,alhamdulillah karena tbtb aku dikasi tip sama cust mau ga  k buat  orang aja aku undi besok pulang kuliah sore zonauang,"['alhamdulillah', 'tbtb', 'kasi', 'tip', 'cust', 'aja', 'undi', 'besok', 'pulang', 'kuliah', 'sore', 'zonauang']",alhamdulillah tbtb kasi tip cust aja undi besok pulang kuliah sore zonauang
chsbinie_,2022-10-05 23:54:02+00:00,"@aksaraadion SIAPP, Dion juga yaa biar semangat kuliah nya"," SIAPP, Dion juga yaa biar semangat kuliah nya",SIAPP Dion juga yaa biar semangat kuliah nya,SIAPP Dion juga yaa biar semangat kuliah nya,siapp dion juga yaa biar semangat kuliah nya,"['siapp', 'dion', 'yaa', 'biar', 'semangat', 'kuliah']",siapp dion yaa biar semangat kuliah
Haeyoung099688,2022-10-05 23:53:57+00:00,Eri cuti kuliah https://t.co/uJ9g5wDf10,Eri cuti kuliah https://t.co/uJ9g5wDf10,Eri cuti kuliah,Eri cuti kuliah,eri cuti kuliah,"['eri', 'cuti', 'kuliah']",eri cuti kuliah
moonspti,2022-10-05 23:53:51+00:00,"@mintamaapya gapapa, aku 2001 belum kuliah. kalo nanti kuliah aku juga yg lebih tua dari yg lain. semangat ya, fokus aja sm kuliahmu, jgn dengerin yg cuma bisa ngmng doang xixixi"," gapapa, aku 2001 belum kuliah. kalo nanti kuliah aku juga yg lebih tua dari yg lain. semangat ya, fokus aja sm kuliahmu, jgn dengerin yg cuma bisa ngmng doang xixixi",gapapa aku 2001 belum kuliah kalo nanti kuliah aku juga yg lebih tua dari yg lain semangat ya fokus aja sm kuliahmu jgn dengerin yg cuma bisa ngmng doang xixixi,gapapa aku  belum kuliah kalo nanti kuliah aku juga yg lebih tua dari yg lain semangat ya fokus aja sm kuliahmu jgn dengerin yg cuma bisa ngmng doang xixixi,gapapa aku  belum kuliah kalo nanti kuliah aku juga yg lebih tua dari yg lain semangat ya fokus aja sm kuliahmu jgn dengerin yg cuma bisa ngmng doang xixixi,"['gapapa', 'kuliah', 'kalo', 'kuliah', 'tua', 'semangat', 'fokus', 'aja', 'sm', 'kuliah', 'dengerin', 'ngmng', 'doang', 'xixixi']",gapapa kuliah kalo kuliah tua semangat fokus aja sm kuliah dengerin ngmng doang xixixi
elmooobeei,2022-10-05 23:53:51+00:00,@sbmptnfess Kuliah dimanapun pas ketemu masa stress mah ya stressnya sama aja, Kuliah dimanapun pas ketemu masa stress mah ya stressnya sama aja,Kuliah dimanapun pas ketemu masa stress mah ya stressnya sama aja,Kuliah dimanapun pas ketemu masa stress mah ya stressnya sama aja,kuliah dimanapun pas ketemu masa stress mah ya stressnya sama aja,"['kuliah', 'mana', 'pas', 'ketemu', 'stress', 'mah', 'stressnya', 'aja']",kuliah mana pas ketemu stress mah stressnya aja
mscthi,2022-10-05 23:53:40+00:00,"— OUTFIT NGAMPUS ✨
     (part 2)

buat yang lagi bingung mau pake outfit apa ke kampus, yuk langsung kepoin thread di bawah! ⬇️

tags : fashion, ootd, kuliah offline, kemeja, kulot. https://t.co/u54Lw9NCps","— OUTFIT NGAMPUS ✨
     (part 2)

buat yang lagi bingung mau pake outfit apa ke kampus, yuk langsung kepoin thread di bawah! ⬇️

tags : fashion, ootd, kuliah offline, kemeja, kulot. https://t.co/u54Lw9NCps",OUTFIT NGAMPUS part 2 buat yang lagi bingung mau pake outfit apa ke kampus yuk langsung kepoin thread di bawah tags fashion ootd kuliah offline kemeja kulot,OUTFIT NGAMPUS part  buat yang lagi bingung mau pake outfit apa ke kampus yuk langsung kepoin thread di bawah tags fashion ootd kuliah offline kemeja kulot,outfit ngampus part  buat yang lagi bingung mau pake outfit apa ke kampus yuk langsung kepoin thread di bawah tags fashion ootd kuliah offline kemeja kulot,"['outfit', 'ngampus', 'part', 'bingung', 'pake', 'outfit', 'kampus', 'yuk', 'poin', 'thread', 'tags', 'fashion', 'ootd', 'kuliah', 'offline', 'kemeja', 'kulot']",outfit ngampus part bingung pake outfit kampus yuk poin thread tags fashion ootd kuliah offline kemeja kulot
jimiberryss,2022-10-05 23:53:33+00:00,SEE YOU ON SATURDAY SAYANGKUUUU hr ini kuliah dulu 3 matkul😔 https://t.co/5hVFj2O80R,SEE YOU ON SATURDAY SAYANGKUUUU hr ini kuliah dulu 3 matkul😔 https://t.co/5hVFj2O80R,SEE YOU ON SATURDAY SAYANGKUUUU hr ini kuliah dulu 3 matkul,SEE YOU ON SATURDAY SAYANGKUUUU hr ini kuliah dulu  matkul,see you on saturday sayangkuuuu hr ini kuliah dulu  matkul,"['see', 'you', 'on', 'saturday', 'sayangkuuu', 'hr', 'kuliah', 'matkul']",see you on saturday sayangkuuu hr kuliah matkul
muamarmusa,2022-10-05 23:53:14+00:00,"@almostparadox Gak ada, soalnya dah gak ambil mata kuliah lagi, sisa tugas akhir"," Gak ada, soalnya dah gak ambil mata kuliah lagi, sisa tugas akhir",Gak ada soalnya dah gak ambil mata kuliah lagi sisa tugas akhir,Gak ada soalnya dah gak ambil mata kuliah lagi sisa tugas akhir,gak ada soalnya dah gak ambil mata kuliah lagi sisa tugas akhir,"['gak', 'dah', 'gak', 'ambil', 'kuliah', 'sisa', 'tugas']",gak dah gak ambil kuliah sisa tugas
itskiahype,2022-10-05 23:52:49+00:00,"OOTD KULIAH
Outer/Kemeja: https://t.co/oFVZtivQHa
Daleman/Manset: https://t.co/xHA8nes0ba
Tote bag: https://t.co/fryT5fEPp6
Celana : https://t.co/XooooXB9Aj
Kacamata : https://t.co/ZrDMsWTMLy
Army Kyuhyun #EXO_GetTogether #TheLinkinJKT #28ReasonsWithSeulgi #ONEPIECE1062 Telkomsel https://t.co/jqg8KgmXck","OOTD KULIAH
Outer/Kemeja: https://t.co/oFVZtivQHa
Daleman/Manset: https://t.co/xHA8nes0ba
Tote bag: https://t.co/fryT5fEPp6
Celana : https://t.co/XooooXB9Aj
Kacamata : https://t.co/ZrDMsWTMLy
Army Kyuhyun #EXO_GetTogether #TheLinkinJKT #28ReasonsWithSeulgi #ONEPIECE1062 Telkomsel https://t.co/jqg8KgmXck",OOTD KULIAH Outer Kemeja Daleman Manset Tote bag Celana Kacamata Army Kyuhyun EXO GetTogether TheLinkinJKT 28ReasonsWithSeulgi ONEPIECE1062 Telkomsel,OOTD KULIAH Outer Kemeja Daleman Manset Tote bag Celana Kacamata Army Kyuhyun EXO GetTogether TheLinkinJKT ReasonsWithSeulgi ONEPIECE Telkomsel,ootd kuliah outer kemeja daleman manset tote bag celana kacamata army kyuhyun exo gettogether thelinkinjkt reasonswithseulgi onepiece telkomsel,"['ootd', 'kuliah', 'outer', 'kemeja', 'dalem', 'manset', 'tote', 'bag', 'celana', 'kacamata', 'army', 'kyuhyun', 'exo', 'gettogether', 'thelinkinjkt', 'reasonswithseulgi', 'onepiece', 'telkomsel']",ootd kuliah outer kemeja dalem manset tote bag celana kacamata army kyuhyun exo gettogether thelinkinjkt reasonswithseulgi onepiece telkomsel
rapusodie,2022-10-05 23:52:47+00:00,"total selama kuliah setengah semester ini baru 3 kali libur (atau cuma nugas), termasuk banyak ga sih?","total selama kuliah setengah semester ini baru 3 kali libur (atau cuma nugas), termasuk banyak ga sih?",total selama kuliah setengah semester ini baru 3 kali libur atau cuma nugas termasuk banyak ga sih,total selama kuliah setengah semester ini baru  kali libur atau cuma nugas termasuk banyak ga sih,total selama kuliah setengah semester ini baru  kali libur atau cuma nugas termasuk banyak ga sih,"['total', 'kuliah', 'semester', 'libur', 'nugas']",total kuliah semester libur nugas
univ_syiahkuala,2022-10-05 23:52:46+00:00,"#BeritaUSK
Usai sudah kegiatan Kuliah Kerja Nyata (KKN) Kebangsaan dan KKN Bersama ke-10 tahun 2022 yang diselenggarakan oleh Universitas Palangkaraya. Sebanyak 10 Mahasiswa dari Universitas Syiah Kuala (USK) kembali pulang ke Banda Aceh.
https://t.co/FiGwmyHa9n

#USK https://t.co/709nO9DhJY","#BeritaUSK
Usai sudah kegiatan Kuliah Kerja Nyata (KKN) Kebangsaan dan KKN Bersama ke-10 tahun 2022 yang diselenggarakan oleh Universitas Palangkaraya. Sebanyak 10 Mahasiswa dari Universitas Syiah Kuala (USK) kembali pulang ke Banda Aceh.
https://t.co/FiGwmyHa9n

#USK https://t.co/709nO9DhJY",BeritaUSK Usai sudah kegiatan Kuliah Kerja Nyata KKN Kebangsaan dan KKN Bersama ke 10 tahun 2022 yang diselenggarakan oleh Universitas Palangkaraya Sebanyak 10 Mahasiswa dari Universitas Syiah Kuala USK kembali pulang ke Banda Aceh USK,BeritaUSK Usai sudah kegiatan Kuliah Kerja Nyata KKN Kebangsaan dan KKN Bersama ke  tahun  yang diselenggarakan oleh Universitas Palangkaraya Sebanyak  Mahasiswa dari Universitas Syiah Kuala USK kembali pulang ke Banda Aceh USK,beritausk usai sudah kegiatan kuliah kerja nyata kkn kebangsaan dan kkn bersama ke  tahun  yang diselenggarakan oleh universitas palangkaraya sebanyak  mahasiswa dari universitas syiah kuala usk kembali pulang ke banda aceh usk,"['beritausk', 'giat', 'kuliah', 'kkn', 'bangsa', 'kkn', 'tahun', 'selenggara', 'universitas', 'palangkaraya', 'mahasiswa', 'universitas', 'syiah', 'kuala', 'usk', 'pulang', 'banda', 'aceh', 'usk']",beritausk giat kuliah kkn bangsa kkn tahun selenggara universitas palangkaraya mahasiswa universitas syiah kuala usk pulang banda aceh usk
minumaquagalon,2022-10-05 23:52:46+00:00,"Oh kangen keseharian kuliah. bangun pagi, jogging, sarapan,  denger radio, leyeh2 nunggu kelas jam 2 siang","Oh kangen keseharian kuliah. bangun pagi, jogging, sarapan,  denger radio, leyeh2 nunggu kelas jam 2 siang",Oh kangen keseharian kuliah bangun pagi jogging sarapan denger radio leyeh2 nunggu kelas jam 2 siang,Oh kangen keseharian kuliah bangun pagi jogging sarapan denger radio leyeh nunggu kelas jam  siang,oh kangen keseharian kuliah bangun pagi jogging sarapan denger radio leyeh nunggu kelas jam  siang,"['oh', 'kangen', 'hari', 'kuliah', 'bangun', 'pagi', 'jogging', 'sarap', 'denger', 'radio', 'leyeh', 'nunggu', 'kelas', 'jam', 'siang']",oh kangen hari kuliah bangun pagi jogging sarap denger radio leyeh nunggu kelas jam siang
anothermiw,2022-10-05 23:52:44+00:00,@gunsfav_ Dh mulai kuliah?, Dh mulai kuliah?,Dh mulai kuliah,Dh mulai kuliah,dh mulai kuliah,"['dh', 'kuliah']",dh kuliah
markahzzz,2022-10-05 23:52:28+00:00,Gua kuliah jam 7.30 btw....,Gua kuliah jam 7.30 btw....,Gua kuliah jam 7 30 btw,Gua kuliah jam   btw,gua kuliah jam   btw,"['kuliah', 'jam']",kuliah jam
